idcliente;nome;email;ncontribuinte;dataregisto
1533;"Catarina Leonor Silvério  Marques";7668@lojacomp.pt;262152918;"2017-02-21 00:00:00"
1534;"Duarte  Bruno  Mota";7669@lojacomp.pt;791741757;"2017-02-21 00:00:00"
1535;"José Daniela Mendes Simões";7670@lojacomp.pt;117680947;"2017-02-21 00:00:00"
1536;"Renato  Nelson  Rebocho  Rosa";7671@lojacomp.pt;438255058;"2017-02-21 00:00:00"
1537;"Hugo  Rodrigo  Lopes  Silvério";7672@lojacomp.pt;629688624;"2017-02-21 00:00:00"
1538;"Filipe Cristiano Mota  Ribeiro";7673@lojacomp.pt;651880925;"2017-02-21 00:00:00"
1539;"Filipa Márcia Lourenço  Nogueira";7674@lojacomp.pt;546077230;"2017-02-21 00:00:00"
1540;"Inês Lara Jesus  Peres  Mota";7675@lojacomp.pt;826971292;"2017-02-21 00:00:00"
1541;"Sandra  Sandra  Alves  Faustino";7676@lojacomp.pt;532585082;"2017-02-21 00:00:00"
1542;"Ângelo  Rui Magalhães  Pereira";7677@lojacomp.pt;321514997;"2017-02-21 00:00:00"
1543;"Edgar  Duarte  Mendes Conceição";7678@lojacomp.pt;739209655;"2017-02-21 00:00:00"
1544;"Sérgio  Nelson  Peres  Rosa";7679@lojacomp.pt;705414357;"2017-02-21 00:00:00"
1545;"Alexandra  Ana  Lopes  Rosa";7680@lojacomp.pt;160006139;"2017-02-21 00:00:00"
1546;"Márcia Alexandra  Ribeiro  Félix";7681@lojacomp.pt;960727969;"2017-02-21 00:00:00"
1547;"Hélder  Nascimento  Francisco";7682@lojacomp.pt;451548135;"2017-02-21 00:00:00"
1548;"Luísa Anabela Martins";7683@lojacomp.pt;384058471;"2017-02-21 00:00:00"
1549;"Jorge Leandro  Matias  Jordão";7684@lojacomp.pt;386584505;"2017-02-21 00:00:00"
1550;"António  Hugo  Pedrosa  Ferreira";7685@lojacomp.pt;810597642;"2017-02-21 00:00:00"
1551;"Fernando Michael  Calado  Lourenço";7686@lojacomp.pt;555927690;"2017-02-21 00:00:00"
1552;"Sílvio Fernando Alves  Reis";7687@lojacomp.pt;345873152;"2017-02-21 00:00:00"
1553;"Jonas  Duarte  Cardoso  Nunes";7688@lojacomp.pt;285345033;"2017-02-21 00:00:00"
1554;"Eduardo  Leonel  Monteiro Nascimento";7689@lojacomp.pt;603910838;"2017-02-21 00:00:00"
1555;"Joana Claudia  Ribeiro  Fonseca";7690@lojacomp.pt;116546257;"2017-02-21 00:00:00"
1556;"Patrício Daniel  Carreira  Fonseca";7691@lojacomp.pt;663857365;"2017-02-21 00:00:00"
1557;"Mariana Rute  Silva  Morgado";7692@lojacomp.pt;994726348;"2017-02-21 00:00:00"
1558;"José Filipe Rodrigues  Nogueira";7693@lojacomp.pt;225909491;"2017-02-21 00:00:00"
1559;"Marta Vitorino  Azevedo";7694@lojacomp.pt;564095075;"2017-02-21 00:00:00"
1560;"Vitor  Egídio  Vieira  Guinada";7695@lojacomp.pt;798208669;"2017-02-21 00:00:00"
1561;"Flávio  Hélio  Norte  Magalhães";7696@lojacomp.pt;891706833;"2017-02-21 00:00:00"
1562;"Nelson  Mário Cardoso  Faustino";7697@lojacomp.pt;760903513;"2017-02-21 00:00:00"
1563;"Cecília  Elsa Jordão  Vitorino";7698@lojacomp.pt;568134124;"2017-02-21 00:00:00"
1564;"Mónica  Fátima Fernandes  Nunes";7699@lojacomp.pt;227293438;"2017-02-21 00:00:00"
1565;"Ricardo  Daniel  Martins  Gonçalves";7700@lojacomp.pt;665646060;"2017-02-21 00:00:00"
1566;"Elsa Carla  Conceição  Conceição";7701@lojacomp.pt;838959982;"2017-02-21 00:00:00"
1567;"Mário Leandro  Nogueira  Silva";7702@lojacomp.pt;655903516;"2017-02-21 00:00:00"
1568;"Vitor  Egídio  Madeira Madeira";7703@lojacomp.pt;509008986;"2017-02-21 00:00:00"
1569;"José Marta Rodrigues  Zózimo";7704@lojacomp.pt;960101360;"2017-02-21 00:00:00"
1570;"Mariana Isabel  Jesus  Mota";7705@lojacomp.pt;198814462;"2017-02-21 00:00:00"
1571;"Marta Luísa Gonçalves  Norte  Calado";7706@lojacomp.pt;572859733;"2017-02-21 00:00:00"
1572;"Hélio  António  Lourenço  Zózimo";7707@lojacomp.pt;366967216;"2017-02-21 00:00:00"
1573;"Dina Manuela Nascimento  Jordão";7708@lojacomp.pt;437243892;"2017-02-21 00:00:00"
1574;"Cristina  Mónica  Gonçalves  Jesus";7709@lojacomp.pt;599125280;"2017-02-21 00:00:00"
1575;"Mário Duarte  Rebocho  Caiado";7710@lojacomp.pt;905094878;"2017-02-21 00:00:00"
1576;"Maria Marta Zózimo  Nogueira";7711@lojacomp.pt;258934380;"2017-02-21 00:00:00"
1577;"Nuno Marco  Rebocho  Morgado";7712@lojacomp.pt;374189777;"2017-02-21 00:00:00"
1578;"Diana Paula Cordeiro  Conceição";7713@lojacomp.pt;647232845;"2017-02-21 00:00:00"
1579;"Andreia Sónia Matias  Oliveira";7714@lojacomp.pt;265143565;"2017-02-21 00:00:00"
1580;"Isabel  Nádia Norte";7715@lojacomp.pt;506888285;"2017-02-21 00:00:00"
1581;"Beatriz Helena Lourenço  Mota";7716@lojacomp.pt;240549695;"2017-02-21 00:00:00"
1582;"Eduardo  Leonel  Rosa";7717@lojacomp.pt;867538336;"2017-02-21 00:00:00"
1583;"Sílvio João Lucas  Ribeiro";7718@lojacomp.pt;794429490;"2017-02-21 00:00:00"
1584;"Michael  Armindo  Pereira  Caiado";7719@lojacomp.pt;771479627;"2017-02-21 00:00:00"
1585;"Teresa  Cristina  Vieira  Gonçalves";7720@lojacomp.pt;352837787;"2017-02-21 00:00:00"
1586;"Teresa  Cristina  Matias  Vitorino";7721@lojacomp.pt;325140956;"2017-02-21 00:00:00"
1587;"Patrícia Isabel  Silva  Pedrosa  Guerreiro";7722@lojacomp.pt;358891014;"2017-02-21 00:00:00"
1588;"Bruna Diana Simões  Gonçalves";7723@lojacomp.pt;631081546;"2017-02-21 00:00:00"
1589;"Daniela José Gonçalves  Gonçalves";7724@lojacomp.pt;552493969;"2017-02-21 00:00:00"
1590;"Sandra  Helena Nunes  Domingues";7725@lojacomp.pt;160364489;"2017-02-21 00:00:00"
1591;"Duarte  Luis  Reis  Simões";7726@lojacomp.pt;656525049;"2017-02-21 00:00:00"
1592;"Filipe Sérgio  Rodrigues  Santos";7727@lojacomp.pt;794517380;"2017-02-21 00:00:00"
1593;"Elias Ricardo  Francisco  Mota  Jordão";7728@lojacomp.pt;529234162;"2017-02-21 00:00:00"
1594;"Nelson  Mário Alves  Monteiro";7729@lojacomp.pt;670353949;"2017-02-21 00:00:00"
1595;"Valdemar  Arlindo  Sousa  Jesus";7730@lojacomp.pt;716496819;"2017-02-21 00:00:00"
1596;"Mário Gustavo Brazão  Nascimento";7731@lojacomp.pt;571337211;"2017-02-21 00:00:00"
1597;"Filipe Cristiano Cardoso  Guinada";7732@lojacomp.pt;533796806;"2017-02-21 00:00:00"
1598;"Mira Sérgio  Reis  Magalhães";7733@lojacomp.pt;572922625;"2017-02-21 00:00:00"
1599;"João Lourenço  Silva";7734@lojacomp.pt;924479275;"2017-02-21 00:00:00"
1600;"Isabel  Daniela Alves  Simões";7735@lojacomp.pt;137757248;"2017-02-21 00:00:00"
1601;"Elias Filipe Pinheiro  Francisco";7736@lojacomp.pt;589686414;"2017-02-21 00:00:00"
1602;"Nádia Nádia Alves  Lucas";7737@lojacomp.pt;105964533;"2017-02-21 00:00:00"
1603;"Francisco Duarte  Sousa  Madeira";7738@lojacomp.pt;798269812;"2017-02-21 00:00:00"
1604;"Flávio  Henrique  Rosa  Matias";7739@lojacomp.pt;317086090;"2017-02-21 00:00:00"
1605;"Helena Tânia Conceição  Martins";7740@lojacomp.pt;317589308;"2017-02-21 00:00:00"
1606;"Hélio  Félix  Cardoso";7741@lojacomp.pt;319845002;"2017-02-21 00:00:00"
1607;"Filipa Caiado Nunes";7742@lojacomp.pt;240787717;"2017-02-21 00:00:00"
1608;"Isabel  Mariana Rodrigues  Cardoso";7743@lojacomp.pt;831055046;"2017-02-21 00:00:00"
1609;"Pedro Pedro Oliveira  Oliveira";7744@lojacomp.pt;413138547;"2017-02-21 00:00:00"
1610;"Eduarda Inês Ribeiro  Domingues";7745@lojacomp.pt;940875546;"2017-02-21 00:00:00"
1611;"Ricardo  Edgar  Vieira  Madeira";7746@lojacomp.pt;566342022;"2017-02-21 00:00:00"
1612;"David  Nuno Norte  Morgado";7747@lojacomp.pt;361013403;"2017-02-21 00:00:00"
1613;"Luis  Cardoso  Rodrigues";7748@lojacomp.pt;445068690;"2017-02-21 00:00:00"
1614;"Marisa Dina Carreira  Silva";7749@lojacomp.pt;149442484;"2017-02-21 00:00:00"
1615;"Hélio  Mira Oliveira  Norte";7750@lojacomp.pt;202117819;"2017-02-21 00:00:00"
1616;"Lara Rosa Azevedo  Fonseca";7751@lojacomp.pt;184945130;"2017-02-21 00:00:00"
1617;"Ângelo  Tiago  Nogueira  Silva";7752@lojacomp.pt;903231068;"2017-02-21 00:00:00"
1618;"Gustavo Matias  Nascimento";7753@lojacomp.pt;253734912;"2017-02-21 00:00:00"
1619;"Duarte  Duarte  Pedrosa  Sebastião";7754@lojacomp.pt;470125187;"2017-02-21 00:00:00"
1620;"Márcia Catarina Mota  Anjos";7755@lojacomp.pt;919821603;"2017-02-21 00:00:00"
1621;"Nuno  Rute  Pinheiro  Nascimento";7756@lojacomp.pt;771118943;"2017-02-21 00:00:00"
1622;"David  Daniel  Matias  Pinheiro";7757@lojacomp.pt;571696031;"2017-02-21 00:00:00"
1623;"Vitor  Rui Sousa  Caiado";7758@lojacomp.pt;396315634;"2017-02-21 00:00:00"
1624;"Eduarda Maria Monteiro Peres";7759@lojacomp.pt;418832710;"2017-02-21 00:00:00"
1625;"Paula Dina Alves  Ribeiro";7760@lojacomp.pt;426852629;"2017-02-21 00:00:00"
1626;"Elsa Anabela Rebocho  Guinada";7761@lojacomp.pt;265278314;"2017-02-21 00:00:00"
1627;"Dina Sónia Brazão  Morgado";7762@lojacomp.pt;777634466;"2017-02-21 00:00:00"
1628;"Nádia Rute  Lopes  Rodrigues";7763@lojacomp.pt;186598031;"2017-02-21 00:00:00"
1629;"Nancy Mariana Silvério  Cordeiro";7764@lojacomp.pt;975439197;"2017-02-21 00:00:00"
1630;"Carla  Gisela Lopes  Rebocho";7765@lojacomp.pt;173523632;"2017-02-21 00:00:00"
1631;"Daniela Bruna Cardoso";7766@lojacomp.pt;513302752;"2017-02-21 00:00:00"
1632;"Henrique  Telmo  Félix  Lourenço";7767@lojacomp.pt;496146427;"2017-02-21 00:00:00"
1633;"Mário Leandro  Guinada  Silva";7768@lojacomp.pt;937079303;"2017-02-21 00:00:00"
1634;"Carla  Susana Guinada  Gonçalves";7769@lojacomp.pt;717481685;"2017-02-21 00:00:00"
1635;"Vitor  Jorge Jesus  Francisco";7770@lojacomp.pt;588907351;"2017-02-21 00:00:00"
1636;"Andreia Teresa  Jesus  Marques";7771@lojacomp.pt;322798656;"2017-02-21 00:00:00"
1637;"David  Arlindo  Simões  Mota";7772@lojacomp.pt;178170697;"2017-02-21 00:00:00"
1638;"Carla  Beatriz Jordão  Guinada";7773@lojacomp.pt;595018515;"2017-02-21 00:00:00"
1639;"Armindo  Mário Nascimento  Ferreira";7774@lojacomp.pt;688072260;"2017-02-21 00:00:00"
1640;"Daniel  Rui Brazão  Brazão";7775@lojacomp.pt;588865069;"2017-02-21 00:00:00"
1641;"Luísa Cecília  Sebastião  Fonseca";7776@lojacomp.pt;869055506;"2017-02-21 00:00:00"
1642;"Anabela Dina Nogueira  Carreira";7777@lojacomp.pt;869580673;"2017-02-21 00:00:00"
1643;"Paula Mendes Ferreira";7778@lojacomp.pt;509241397;"2017-02-21 00:00:00"
1644;"Sílvio Leandro  Jesus  Félix";7779@lojacomp.pt;152171637;"2017-02-21 00:00:00"
1645;"Beatriz Susana Sebastião  Domingues";7780@lojacomp.pt;373228780;"2017-02-21 00:00:00"
1646;"André  Guerreiro  Fernandes";7781@lojacomp.pt;736271718;"2017-02-21 00:00:00"
1647;"Leandro  Mário Brazão  Magalhães";7782@lojacomp.pt;306894970;"2017-02-21 00:00:00"
1648;"Carlos  Tiago  Matias  Pinheiro";7783@lojacomp.pt;733907258;"2017-02-21 00:00:00"
1649;"João Marco  Marcos  Lopes";7784@lojacomp.pt;434887407;"2017-02-21 00:00:00"
1650;"Edgar  Duarte  Anjos";7785@lojacomp.pt;624593871;"2017-02-21 00:00:00"
1651;"Cristina  Nádia Silvério  Rodrigues";7786@lojacomp.pt;347462284;"2017-02-21 00:00:00"
1652;"Manuel  Eduardo  Silva  Norte";7787@lojacomp.pt;911954066;"2017-02-21 00:00:00"
1653;"Telmo  Pedro Francisco  Fonseca";7788@lojacomp.pt;971654285;"2017-02-21 00:00:00"
1654;"Telmo  Jonas  Lourenço  Nunes";7789@lojacomp.pt;457452645;"2017-02-21 00:00:00"
1655;"Rui Carlos  Nogueira  Martins";7790@lojacomp.pt;537570805;"2017-02-21 00:00:00"
1656;"Eunice  Inês Rodrigues  Oliveira";7791@lojacomp.pt;800838409;"2017-02-21 00:00:00"
1657;"Sílvia Diana Jesus  Peres";7792@lojacomp.pt;299578540;"2017-02-21 00:00:00"
1658;"Maria Olga Nogueira";7793@lojacomp.pt;852985769;"2017-02-21 00:00:00"
1659;"Maria Daniela Lucas  Carreira";7794@lojacomp.pt;458823524;"2017-02-21 00:00:00"
1660;"Cristina  Daniela Gonçalves  Pedrosa";7795@lojacomp.pt;207481746;"2017-02-21 00:00:00"
1661;"Eduardo  Edgar  Zózimo  Alves";7796@lojacomp.pt;701842686;"2017-02-21 00:00:00"
1662;"Valdemar  Fernando Ribeiro  Silva";7797@lojacomp.pt;261190107;"2017-02-21 00:00:00"
1663;"Cristiano Miguel  Pereira  Peres";7798@lojacomp.pt;406684341;"2017-02-21 00:00:00"
1664;"Rodrigo  Manuel  Carreira  Sebastião";7799@lojacomp.pt;651418680;"2017-02-21 00:00:00"
1665;"Luis  Pedro Guinada  Monteiro";7800@lojacomp.pt;533655809;"2017-02-21 00:00:00"
1666;"Claudia  Claudia  Lucas  Conceição";7801@lojacomp.pt;608992950;"2017-02-21 00:00:00"
1667;"Alexandre  Pedro Rebelo  Morgado  Zózimo";7802@lojacomp.pt;174131372;"2017-02-21 00:00:00"
1668;"Leandro  Fernando Carreira  Peres";7803@lojacomp.pt;539858036;"2017-02-21 00:00:00"
1669;"Beatriz Bruna Madeira Lopes";7804@lojacomp.pt;389844349;"2017-02-21 00:00:00"
1670;"André  Carlos  Caiado Rosa";7805@lojacomp.pt;712007337;"2017-02-21 00:00:00"
1671;"Isabel  Catarina Norte  Simões";7806@lojacomp.pt;462944731;"2017-02-21 00:00:00"
1672;"Marisa José Francisco  Peres";7807@lojacomp.pt;392508183;"2017-02-21 00:00:00"
1673;"Patrícia Nádia Caiado Gonçalves";7808@lojacomp.pt;796489689;"2017-02-21 00:00:00"
1674;"Manuel  António  Sousa  Nunes";7809@lojacomp.pt;940939141;"2017-02-21 00:00:00"
1675;"Filipa Maria Gonçalves  Fernandes";7810@lojacomp.pt;715810126;"2017-02-21 00:00:00"
1676;"Andreia Sónia Conceição";7811@lojacomp.pt;624371949;"2017-02-21 00:00:00"
1677;"Paula Nádia Jesus  Ribeiro";7812@lojacomp.pt;242239367;"2017-02-21 00:00:00"
1678;"Mariana Joana Zózimo  Silvério";7813@lojacomp.pt;786213570;"2017-02-21 00:00:00"
1679;"Leandro  Fernando Brazão  Brazão";7814@lojacomp.pt;578720321;"2017-02-21 00:00:00"
1680;"Henrique  Sousa  Pinheiro";7815@lojacomp.pt;937726888;"2017-02-21 00:00:00"
1681;"Maria Lucas  Marcos";7816@lojacomp.pt;500399894;"2017-02-21 00:00:00"
1682;"Leandro  Fernando Cordeiro";7817@lojacomp.pt;658287756;"2017-02-21 00:00:00"
1683;"Isabel  Mariana Anjos  Lucas";7818@lojacomp.pt;929723137;"2017-02-21 00:00:00"
1684;"Alexandra  Anabela Norte  Oliveira";7819@lojacomp.pt;583916740;"2017-02-21 00:00:00"
1685;"Francisco Jorge Caiado Cardoso";7820@lojacomp.pt;786594762;"2017-02-21 00:00:00"
1686;"Sílvia Nádia Jesus  Ribeiro";7821@lojacomp.pt;926991968;"2017-02-21 00:00:00"
1687;"Pedro Arlindo  Lourenço  Nunes";7822@lojacomp.pt;498746773;"2017-02-21 00:00:00"
1688;"Fernando Michael  Rebelo  Morgado  Zózimo";7823@lojacomp.pt;533323545;"2017-02-21 00:00:00"
1689;"Paulo André  Simões  Calado";7824@lojacomp.pt;956232785;"2017-02-21 00:00:00"
1690;"Luísa Cecília  Marques Magalhães";7825@lojacomp.pt;686419656;"2017-02-21 00:00:00"
1691;"Daniel  Henrique  Oliveira  Rodrigues";7826@lojacomp.pt;691232081;"2017-02-21 00:00:00"
1692;"Rodrigo  Cristiano Silvério  Azevedo";7827@lojacomp.pt;402279598;"2017-02-21 00:00:00"
1693;"Egídio  Simões  Calado";7828@lojacomp.pt;434500975;"2017-02-21 00:00:00"
1694;"Mário Luis  Carreira  Cordeiro";7829@lojacomp.pt;440322840;"2017-02-21 00:00:00"
1695;"Goreti  Manuela Nascimento  Jordão";7830@lojacomp.pt;226082957;"2017-02-21 00:00:00"
1696;"Eduardo  Edgar  Ferreira  Marcos";7831@lojacomp.pt;255789219;"2017-02-21 00:00:00"
1697;"Gisela Helena Martins  Lopes";7832@lojacomp.pt;360878648;"2017-02-21 00:00:00"
1698;"Márcia Goreti  Anjos  Jordão";7833@lojacomp.pt;219291753;"2017-02-21 00:00:00"
1699;"Maria Andreia Rebelo  Reis";7834@lojacomp.pt;163830016;"2017-02-21 00:00:00"
1700;"Eduarda Inês Nascimento  Ferreira";7835@lojacomp.pt;791635970;"2017-02-21 00:00:00"
1701;"Egídio  Ângelo  Sousa  Marques";7836@lojacomp.pt;305378466;"2017-02-21 00:00:00"
1702;"Daniela Teresa  Magalhães  Marques";7837@lojacomp.pt;882058463;"2017-02-21 00:00:00"
1703;"Ângelo  Fernando Sebastião  Guerreiro";7838@lojacomp.pt;860143644;"2017-02-21 00:00:00"
1704;"Teresa  Maria Anjos  Pedrosa";7839@lojacomp.pt;454922532;"2017-02-21 00:00:00"
1705;"Daniela Inês Guerreiro  Vitorino";7840@lojacomp.pt;210176495;"2017-02-21 00:00:00"
1706;"Fátima Joana Anjos  Jordão";7841@lojacomp.pt;594511569;"2017-02-21 00:00:00"
1707;"Beatriz Filipa Simões  Madeira";7842@lojacomp.pt;907538716;"2017-02-21 00:00:00"
1708;"Vitor  Marco  Brazão  Vitorino";7843@lojacomp.pt;986260978;"2017-02-21 00:00:00"
1709;"Márcia Leonor Ferreira  Guinada";7844@lojacomp.pt;670610607;"2017-02-21 00:00:00"
1710;"Daniela Helena Cordeiro  Nascimento";7845@lojacomp.pt;238468909;"2017-02-21 00:00:00"
1711;"Dulce Daniela Carreira  Conceição";7846@lojacomp.pt;340115467;"2017-02-21 00:00:00"
1712;"Filipa Elsa Norte  Monteiro";7847@lojacomp.pt;993486267;"2017-02-21 00:00:00"
1713;"Alexandra  Ana  Vieira  Brazão";7848@lojacomp.pt;981490620;"2017-02-21 00:00:00"
1714;"Elias Ângelo  Lucas  Nunes";7849@lojacomp.pt;285993048;"2017-02-21 00:00:00"
1715;"António  Marco  Lourenço";7850@lojacomp.pt;233889203;"2017-02-21 00:00:00"
1716;"Flávio  Rui Marcos  Zózimo";7851@lojacomp.pt;733333294;"2017-02-21 00:00:00"
1717;"Rui Rui Fernandes  Sebastião";7852@lojacomp.pt;868459779;"2017-02-21 00:00:00"
1718;"Patrício Rodrigo  Fonseca  Sebastião";7853@lojacomp.pt;708159918;"2017-02-21 00:00:00"
1719;"Sérgio  Renato  Pereira  Carreira";7854@lojacomp.pt;617058428;"2017-02-21 00:00:00"
1720;"Elias Nelson  Jordão  Nunes";7855@lojacomp.pt;680186311;"2017-02-21 00:00:00"
1721;"Alexandra  Marisa Lopes  Oliveira";7856@lojacomp.pt;919989348;"2017-02-21 00:00:00"
1722;"Eduardo  Valdemar  Conceição  Simões";7857@lojacomp.pt;349346199;"2017-02-21 00:00:00"
1723;"Rodrigo  Cristiano Rebocho  Lucas";7858@lojacomp.pt;956842341;"2017-02-21 00:00:00"
1724;"Mira Manuel  Cordeiro  Brazão";7859@lojacomp.pt;871902821;"2017-02-21 00:00:00"
1725;"Leonor Helena Lopes  Santos";7860@lojacomp.pt;164809823;"2017-02-21 00:00:00"
1726;"Filipe Duarte  Alves  Ferreira";7861@lojacomp.pt;491528718;"2017-02-21 00:00:00"
1727;"Egídio  Mira Marques Marques";7862@lojacomp.pt;214470859;"2017-02-21 00:00:00"
1728;"Cristiano Telmo  Cardoso  Brazão";7863@lojacomp.pt;656432220;"2017-02-21 00:00:00"
1729;"Henrique  Telmo  Oliveira  Rebelo";7864@lojacomp.pt;712811907;"2017-02-21 00:00:00"
1730;"Beatriz Olga Rebelo  Pinheiro";7865@lojacomp.pt;545817534;"2017-02-21 00:00:00"
1731;"Valdemar  Telmo  Monteiro Ribeiro  Marques";7866@lojacomp.pt;236869655;"2017-02-21 00:00:00"
1732;"Mira Pedro Conceição";7867@lojacomp.pt;610501947;"2017-02-21 00:00:00"
1733;"Elias Filipe Norte  Rodrigues";7868@lojacomp.pt;844206043;"2017-02-21 00:00:00"
1734;"Gisela Lara Caiado Nunes";7869@lojacomp.pt;157243175;"2017-02-21 00:00:00"
1735;"Armindo  Francisco Marcos";7870@lojacomp.pt;729731092;"2017-02-21 00:00:00"
1736;"Isabel  Eugénia Nunes  Rebocho";7871@lojacomp.pt;947134726;"2017-02-21 00:00:00"
1737;"Michael  Henrique  Rodrigues  Santos";7872@lojacomp.pt;381776003;"2017-02-21 00:00:00"
1738;"Sílvia Nádia Matias  Lucas";7873@lojacomp.pt;934737446;"2017-02-21 00:00:00"
1739;"Ricardo  Vitor  Norte  Martins";7874@lojacomp.pt;849770812;"2017-02-21 00:00:00"
1740;"André  Francisco Alves  Nogueira";7875@lojacomp.pt;628111388;"2017-02-21 00:00:00"
1741;"Henrique  Jorge Ferreira";7876@lojacomp.pt;209533057;"2017-02-21 00:00:00"
1742;"Mónica  Fátima Nogueira  Conceição";7877@lojacomp.pt;911326562;"2017-02-21 00:00:00"
1743;"Cristiano Flávio  Jordão  Gonçalves";7878@lojacomp.pt;838583183;"2017-02-21 00:00:00"
1744;"Renato  Bruno  Cardoso";7879@lojacomp.pt;426213094;"2017-02-21 00:00:00"
1745;"Daniel  Henrique  Conceição  Lucas";7880@lojacomp.pt;687452494;"2017-02-21 00:00:00"
1746;"Michael  André  Madeira Madeira";7881@lojacomp.pt;251542631;"2017-02-21 00:00:00"
1747;"Inês Luísa Pedrosa  Sebastião";7882@lojacomp.pt;639322047;"2017-02-21 00:00:00"
1748;"Elias Paulo Nogueira  Rebocho";7883@lojacomp.pt;868958746;"2017-02-21 00:00:00"
1749;"José Claudia  Vitorino  Ferreira";7884@lojacomp.pt;190579191;"2017-02-21 00:00:00"
1750;"Rosa José Lourenço  Sousa";7885@lojacomp.pt;114510086;"2017-02-21 00:00:00"
1751;"Elias José Silva  Ribeiro";7886@lojacomp.pt;234469015;"2017-02-21 00:00:00"
1752;"Marisa Filipa Domingues  Domingues";7887@lojacomp.pt;472269903;"2017-02-21 00:00:00"
1753;"João Arlindo  Guinada  Conceição";7888@lojacomp.pt;730154259;"2017-02-21 00:00:00"
1754;"Dulce Carla  Ribeiro  Monteiro";7889@lojacomp.pt;133402326;"2017-02-21 00:00:00"
1755;"Helena Dulce Félix  Ribeiro";7890@lojacomp.pt;460328378;"2017-02-21 00:00:00"
1756;"Egídio  Flávio  Simões  Oliveira";7891@lojacomp.pt;265901007;"2017-02-21 00:00:00"
1757;"Eugénia Beatriz Fernandes  Sebastião";7892@lojacomp.pt;305547191;"2017-02-21 00:00:00"
1758;"Armindo  Rui Marques Matias";7893@lojacomp.pt;568279719;"2017-02-21 00:00:00"
1759;"Luísa Tânia Conceição  Alves";7894@lojacomp.pt;875191235;"2017-02-21 00:00:00"
1760;"Gisela Rute  Magalhães  Pedrosa";7895@lojacomp.pt;433542302;"2017-02-21 00:00:00"
1761;"Alexandra  Nádia Pedrosa  Cardoso";7896@lojacomp.pt;511356443;"2017-02-21 00:00:00"
1762;"Rosa Patrícia Francisco  Norte  Jesus";7897@lojacomp.pt;557459942;"2017-02-21 00:00:00"
1763;"Anabela Dina Simões  Jesus";7898@lojacomp.pt;624688620;"2017-02-21 00:00:00"
1764;"Duarte  Jonas  Norte  Faustino";7899@lojacomp.pt;462415642;"2017-02-21 00:00:00"
1765;"Marco  Rui Peres  Pereira";7900@lojacomp.pt;282485644;"2017-02-21 00:00:00"
1766;"Arlindo  Guerreiro  Martins";7901@lojacomp.pt;227788463;"2017-02-21 00:00:00"
1767;"Leandro  Henrique  Mendes Nascimento";7902@lojacomp.pt;509616844;"2017-02-21 00:00:00"
1768;"Paula Goreti  Oliveira  Rebocho";7903@lojacomp.pt;767293128;"2017-02-21 00:00:00"
1769;"Beatriz Andreia Fonseca  Simões";7904@lojacomp.pt;416997037;"2017-02-21 00:00:00"
1770;"Andreia Anabela Sebastião  Alves";7905@lojacomp.pt;394452157;"2017-02-21 00:00:00"
1771;"Rodrigo  Patrício Cordeiro  Vieira";7906@lojacomp.pt;334596493;"2017-02-21 00:00:00"
1772;"Catarina Diana Nascimento  Cardoso";7907@lojacomp.pt;260510475;"2017-02-21 00:00:00"
1773;"Goreti  Teresa  Santos  Brazão";7908@lojacomp.pt;912906234;"2017-02-21 00:00:00"
1774;"Luísa Dina Carreira  Faustino";7909@lojacomp.pt;763551435;"2017-02-21 00:00:00"
1775;"Filipa Carla  Martins  Jesus";7910@lojacomp.pt;692071636;"2017-02-21 00:00:00"
1776;"Teresa  Ana  Cordeiro  Guerreiro";7911@lojacomp.pt;999163104;"2017-02-21 00:00:00"
1777;"Isabel  Daniela Silvério  Jordão";7912@lojacomp.pt;230851600;"2017-02-21 00:00:00"
1778;"Mónica  Márcia Jordão  Morgado";7913@lojacomp.pt;644823649;"2017-02-21 00:00:00"
1779;"João Arlindo  Carreira  Fonseca";7914@lojacomp.pt;725989041;"2017-02-21 00:00:00"
1780;"Nádia Nuno  Reis  Rodrigues";7915@lojacomp.pt;271023188;"2017-02-21 00:00:00"
1781;"Claudia  Claudia  Faustino  Pinheiro";7916@lojacomp.pt;652956341;"2017-02-21 00:00:00"
1782;"Patrício Rodrigo  Ribeiro  Calado";7917@lojacomp.pt;779569411;"2017-02-21 00:00:00"
1783;"Ângelo  Michael  Cordeiro  Nunes";7918@lojacomp.pt;997302605;"2017-02-21 00:00:00"
1784;"Fátima Nancy Azevedo  Nunes";7919@lojacomp.pt;388977310;"2017-02-21 00:00:00"
1785;"Bruno  Henrique  Brazão  Nascimento";7920@lojacomp.pt;571147478;"2017-02-21 00:00:00"
1786;"Susana Diana Caiado Rebelo  Vieira";7921@lojacomp.pt;877889208;"2017-02-21 00:00:00"
1787;"Marta Beatriz Félix  Marques";7922@lojacomp.pt;468559850;"2017-02-21 00:00:00"
1788;"Tânia Leonor Pereira  Magalhães";7923@lojacomp.pt;858246960;"2017-02-21 00:00:00"
1789;"Armindo  Hélder  Marcos  Conceição";7924@lojacomp.pt;451488612;"2017-02-21 00:00:00"
1790;"Elias Francisco Azevedo  Silvério";7925@lojacomp.pt;184567660;"2017-02-21 00:00:00"
1791;"Fernando Luis  Lourenço  Félix";7926@lojacomp.pt;497183808;"2017-02-21 00:00:00"
1792;"Cristiano Jonas  Simões  Anjos";7927@lojacomp.pt;959988519;"2017-02-21 00:00:00"
